# time(1) RNAp_RNA(2) RNAp_DNA(3) DNAp_RNA(4) DNAp_DNA(5) para_RNA(6) para_DNA(7) RNAp_RNArecog(8) RNAp_DNArecog(9) RNAp_fold(10) DNAp_RNArecog(11) DNAp_DNArecog(12) DNAp_fold(13) para_fold(14) vesicle_pop(15) mean_vol(16) mean_target_vol(17) mean_repli_density(18)
1040000 43169 11670 13332 45758 36136 4214 0.448641 0.269659 0 0.0489017 0.967059 0 0 0 0 0 0 
1041000 36290 9905 10935 40823 35184 4806 0.440876 0.265942 0 0.048361 0.967212 0 0 0 0 0 0 
1042000 29689 11611 12611 44256 34568 4943 0.384175 0.353657 0 0.0447827 0.967648 0 0 0 0 0 0 
1043000 32041 11188 11850 44945 33950 4612 0.394281 0.323821 0 0.0453536 0.969236 0 0 0 0 0 0 
1044000 29323 11060 12358 45547 33795 4730 0.393088 0.336648 0 0.0446655 0.96815 0 0 0 0 0 0 
1045000 31931 12178 13654 48171 35501 6034 0.383446 0.353749 0 0.0479839 0.969558 0 0 0 0 0 0 
1046000 34883 11471 12871 42759 33392 5982 0.408982 0.316243 0 0.049702 0.969448 0 0 0 0 0 0 
1047000 29398 11845 12323 44823 33380 6805 0.395262 0.354008 0 0.0550598 0.970463 0 0 0 0 0 0 
1048000 33385 11485 12249 42738 35923 6149 0.394141 0.32024 0 0.059295 0.970272 0 0 0 0 0 0 
1049000 38181 11242 12514 43183 36191 5750 0.433927 0.29594 0 0.0573083 0.968995 0 0 0 0 0 0 
1050000 28869 11949 12706 43792 32671 6441 0.388927 0.368425 0 0.0585863 0.969822 0 0 0 0 0 0 
1051000 34610 11865 13113 45999 34815 5946 0.408111 0.329658 0 0.0546656 0.971516 0 0 0 0 0 0 
1052000 31905 11451 12353 44309 29048 5345 0.401495 0.335247 0 0.050261 0.971718 0 0 0 0 0 0 
1053000 33047 11342 11615 42533 35785 5326 0.410748 0.313503 0 0.0522809 0.972563 0 0 0 0 0 0 
1054000 34011 11032 11944 40417 35503 6013 0.417622 0.323264 0 0.0566206 0.973906 0 0 0 0 0 0 
1055000 33290 10906 12396 43197 34217 6319 0.41695 0.331149 0 0.0545836 0.975375 0 0 0 0 0 0 
1056000 37058 10475 11604 42681 37253 5998 0.436196 0.274826 0 0.0509972 0.975762 0 0 0 0 0 0 
1057000 34204 9386 10337 38411 32213 4896 0.427554 0.288597 0 0.0470401 0.974396 0 0 0 0 0 0 
1058000 29542 10961 12313 45604 31169 4676 0.385117 0.352392 0 0.0463967 0.975496 0 0 0 0 0 0 
1059000 32593 11324 12296 43567 31353 4603 0.392417 0.329137 0 0.0487069 0.976934 0 0 0 0 0 0 
1060000 29701 12532 12515 47834 31316 5182 0.380151 0.361154 0 0.0501959 0.975596 0 0 0 0 0 0 
1061000 33261 11565 13069 46766 28191 4662 0.396439 0.345439 0 0.0478077 0.975659 0 0 0 0 0 0 
1062000 31350 13118 13552 49043 29174 4603 0.38253 0.37757 0 0.0457154 0.974029 0 0 0 0 0 0 
1063000 32701 14111 15401 55775 27222 5234 0.378689 0.385803 0 0.0442463 0.973864 0 0 0 0 0 0 
1064000 27456 15184 15546 58684 26432 5339 0.348582 0.433273 0 0.0448319 0.972741 0 0 0 0 0 0 
1065000 28238 15340 16331 57630 20870 5629 0.340494 0.439353 0 0.0475056 0.97196 0 0 0 0 0 0 
1066000 29783 14860 16251 59015 22266 6257 0.359554 0.41052 0 0.0499728 0.97095 0 0 0 0 0 0 
1067000 31725 13497 14892 53715 27565 6267 0.387114 0.370336 0 0.0473549 0.971456 0 0 0 0 0 0 
1068000 29775 13677 14243 51574 31035 6251 0.373794 0.38006 0 0.0485114 0.971385 0 0 0 0 0 0 
1069000 29518 14135 15552 56022 27796 6906 0.363771 0.408983 0 0.0475387 0.97132 0 0 0 0 0 0 
1070000 24076 12172 13641 50125 22524 6496 0.345032 0.435195 0 0.0481825 0.970925 0 0 0 0 0 0 
1071000 33369 12522 14473 49390 28136 5771 0.399938 0.355345 0 0.0478894 0.96925 0 0 0 0 0 0 
1072000 30080 12810 13935 49791 28754 5794 0.394591 0.369749 0 0.050348 0.97099 0 0 0 0 0 0 
1073000 27030 12099 13604 50949 26095 7160 0.364754 0.384354 0 0.0496717 0.971416 0 0 0 0 0 0 
1074000 33209 12811 13814 51622 29883 6680 0.405894 0.346262 0 0.0478636 0.969987 0 0 0 0 0 0 
1075000 29733 12659 13202 50304 29636 5895 0.371887 0.369904 0 0.0457675 0.969696 0 0 0 0 0 0 
1076000 34994 13021 14278 50580 27974 4994 0.378001 0.34472 0 0.0450617 0.970954 0 0 0 0 0 0 
1077000 31441 12583 13386 48944 26241 4681 0.388453 0.352296 0 0.0435884 0.969603 0 0 0 0 0 0 
1078000 41748 11319 12774 44257 32675 4517 0.41957 0.270917 0 0.0476563 0.96976 0 0 0 0 0 0 
1079000 31288 10741 12286 44903 36883 4206 0.410148 0.317346 0 0.0460193 0.970337 0 0 0 0 0 0 
1080000 28748 11580 12312 44225 35779 5509 0.376768 0.367756 0 0.046329 0.968443 0 0 0 0 0 0 
1081000 28453 12727 13610 50133 25703 6245 0.358342 0.392788 0 0.0486152 0.969267 0 0 0 0 0 0 
1082000 33595 13118 14288 51909 29812 5812 0.377228 0.369129 0 0.0503855 0.967144 0 0 0 0 0 0 
1083000 34359 10743 12346 47457 27603 5474 0.406776 0.311579 0 0.0505614 0.96531 0 0 0 0 0 0 
1084000 33537 9941 11163 41278 33360 4747 0.415888 0.290979 0 0.0539069 0.966542 0 0 0 0 0 0 
1085000 29347 11789 12928 45445 29808 5580 0.371895 0.358116 0 0.0499041 0.967829 0 0 0 0 0 0 
1086000 35139 12280 13408 47154 33804 5643 0.379533 0.336645 0 0.0498785 0.968712 0 0 0 0 0 0 
1087000 29302 12107 13189 48940 29974 4959 0.35931 0.375104 0 0.0514382 0.968836 0 0 0 0 0 0 
1088000 28747 12404 13383 50858 25251 4399 0.34976 0.384425 0 0.0529678 0.968623 0 0 0 0 0 0 
1089000 34265 13633 14153 47573 28685 4730 0.361015 0.362396 0 0.0550052 0.967934 0 0 0 0 0 0 
1090000 32788 13665 14556 51605 25986 5366 0.361124 0.357695 0 0.0533839 0.968064 0 0 0 0 0 0 
1091000 34305 13051 14133 51218 29885 5829 0.373147 0.335528 0 0.0530031 0.966998 0 0 0 0 0 0 
1092000 38783 12572 14020 48906 30213 5248 0.382068 0.303206 0 0.0530297 0.96572 0 0 0 0 0 0 
1093000 28900 13313 13943 50563 26487 6349 0.344078 0.38769 0 0.0526792 0.967771 0 0 0 0 0 0 
1094000 33137 12153 13606 48813 30668 6495 0.367196 0.343849 0 0.0518167 0.969596 0 0 0 0 0 0 
1095000 37003 10814 12075 45804 30831 5626 0.402382 0.283728 0 0.0555752 0.970556 0 0 0 0 0 0 
1096000 33359 11209 12156 42211 32230 5457 0.375112 0.322715 0 0.060781 0.971641 0 0 0 0 0 0 
1097000 34386 11435 12292 45878 34855 5426 0.387119 0.305037 0 0.0577568 0.974574 0 0 0 0 0 0 
1098000 30759 11547 12228 42512 32076 5699 0.355991 0.349298 0 0.0575025 0.973607 0 0 0 0 0 0 
1099000 29379 12103 12867 47355 27822 5904 0.348553 0.36952 0 0.0570583 0.973122 0 0 0 0 0 0 
1100000 29495 12864 13371 49547 26193 6030 0.328577 0.381954 0 0.0604419 0.973264 0 0 0 0 0 0 
1101000 29958 12317 13086 49020 30447 6422 0.341134 0.372046 0 0.0619612 0.972896 0 0 0 0 0 0 
1102000 37334 13332 14393 51770 27334 6790 0.352311 0.340271 0 0.05988 0.97384 0 0 0 0 0 0 
1103000 35983 12291 12788 48913 29605 5706 0.356665 0.313678 0 0.0638879 0.973698 0 0 0 0 0 0 
1104000 30326 11877 12737 46668 29804 5714 0.346055 0.344591 0 0.0611337 0.970909 0 0 0 0 0 0 
1105000 28667 11822 12672 46018 31686 5834 0.322767 0.377075 0 0.058313 0.970549 0 0 0 0 0 0 
1106000 36544 10631 11432 42789 32771 5405 0.372423 0.292663 0 0.0586984 0.969228 0 0 0 0 0 0 
1107000 34215 11586 12575 43475 33767 5238 0.341287 0.329841 0 0.0590821 0.968293 0 0 0 0 0 0 
1108000 32771 11600 11810 43510 28240 4741 0.342731 0.327891 0 0.0618121 0.968819 0 0 0 0 0 0 
1109000 35649 11544 12296 43731 35551 5426 0.356232 0.308226 0 0.0597324 0.96805 0 0 0 0 0 0 
1110000 36056 10789 11183 40990 34622 4925 0.36839 0.282186 0 0.0604355 0.967764 0 0 0 0 0 0 
1111000 36140 10663 11397 42668 34309 4680 0.367315 0.289043 0 0.0583003 0.966686 0 0 0 0 0 0 
1112000 28643 10264 11036 41009 30369 4945 0.341547 0.334129 0 0.0550268 0.966876 0 0 0 0 0 0 
1113000 32510 11035 12111 43300 33944 6202 0.339983 0.331594 0 0.0555116 0.965578 0 0 0 0 0 0 
1114000 39264 11496 12560 42197 30511 4807 0.366009 0.298347 0 0.0520464 0.963928 0 0 0 0 0 0 
1115000 26242 13303 14205 53389 25966 5865 0.312249 0.422953 0 0.0519182 0.965369 0 0 0 0 0 0 
1116000 31034 12367 14120 50948 30055 5750 0.351265 0.361948 0 0.0538344 0.966635 0 0 0 0 0 0 
1117000 24783 11903 12955 49385 28479 5565 0.323399 0.404598 0 0.0523209 0.963633 0 0 0 0 0 0 
1118000 28409 11474 12741 46163 27667 5246 0.3496 0.366001 0 0.0506977 0.962845 0 0 0 0 0 0 
1119000 41180 10361 12139 41096 35683 4587 0.414987 0.264828 0 0.0512337 0.962329 0 0 0 0 0 0 
1120000 35289 10773 12676 44007 35463 5142 0.384275 0.299512 0 0.0534006 0.964957 0 0 0 0 0 0 
1121000 30609 10649 11753 41931 38024 5051 0.370687 0.326688 0 0.0513318 0.965776 0 0 0 0 0 0 
1122000 37707 10049 11517 39164 35661 4301 0.394484 0.270772 0 0.051332 0.967972 0 0 0 0 0 0 
1123000 29788 8540 9141 33683 39246 4083 0.395083 0.274445 0 0.0554445 0.969382 0 0 0 0 0 0 
1124000 38088 7680 9067 30322 41047 3316 0.421369 0.227157 0 0.054722 0.968616 0 0 0 0 0 0 
1125000 34297 9247 9569 35907 43046 3288 0.401807 0.264469 0 0.0600489 0.970219 0 0 0 0 0 0 
1126000 37657 8877 9934 35260 37170 4328 0.41395 0.250483 0 0.054214 0.971655 0 0 0 0 0 0 
1127000 29835 10122 10843 39124 35430 4575 0.380383 0.313694 0 0.050281 0.970399 0 0 0 0 0 0 
1128000 36006 11245 12216 42143 35633 4891 0.381784 0.312077 0 0.0482312 0.968724 0 0 0 0 0 0 
1129000 36060 10609 11936 39699 36700 4648 0.390293 0.298654 0 0.0495667 0.969478 0 0 0 0 0 0 
1130000 27421 11085 11755 42966 34042 6526 0.34499 0.375694 0 0.0504473 0.968175 0 0 0 0 0 0 
1131000 27608 11559 12175 45099 32215 6062 0.340079 0.380281 0 0.0481429 0.96774 0 0 0 0 0 0 
1132000 34717 11502 12138 42882 29637 5398 0.376227 0.322058 0 0.0547076 0.969676 0 0 0 0 0 0 
1133000 32533 11600 12579 46258 29184 5537 0.370566 0.33141 0 0.052463 0.969385 0 0 0 0 0 0 
1134000 32896 11502 12101 44306 28906 5044 0.376049 0.326395 0 0.0527722 0.969669 0 0 0 0 0 0 
1135000 37238 13341 14018 48803 30313 5600 0.371273 0.329381 0 0.0498484 0.971766 0 0 0 0 0 0 
1136000 28390 13347 14398 52644 24210 6142 0.341207 0.393574 0 0.0478821 0.97007 0 0 0 0 0 0 
1137000 36239 11144 12717 44542 29882 5444 0.390744 0.295384 0 0.0499683 0.971414 0 0 0 0 0 0 
1138000 36947 10647 11586 40280 38332 4895 0.394146 0.278413 0 0.0523842 0.971887 0 0 0 0 0 0 
1139000 37699 10827 12022 40864 35451 6061 0.398667 0.291395 0 0.0525075 0.96898 0 0 0 0 0 0 
1140000 26759 10621 10983 39391 31678 5947 0.353678 0.36095 0 0.0477455 0.968719 0 0 0 0 0 0 
1141000 37357 11480 12372 44473 35410 5579 0.387847 0.303138 0 0.0442226 0.970616 0 0 0 0 0 0 
1142000 30750 11231 12502 45427 33640 5708 0.373132 0.334729 0 0.0431247 0.96959 0 0 0 0 0 0 
1143000 41184 11906 13100 45314 32141 4892 0.391969 0.294482 0 0.0455119 0.969455 0 0 0 0 0 0 
1144000 26205 13124 13713 50975 29306 5957 0.323532 0.417741 0 0.0428548 0.968453 0 0 0 0 0 0 
1145000 32533 12701 14332 51072 27192 5397 0.350147 0.365076 0 0.0432953 0.968036 0 0 0 0 0 0 
1146000 31634 13691 14159 51017 30055 5232 0.341213 0.379929 0 0.0460083 0.969878 0 0 0 0 0 0 
1147000 26667 13461 14302 54198 25183 5220 0.318881 0.41748 0 0.0448455 0.969991 0 0 0 0 0 0 
1148000 34264 12957 14336 51339 28864 4416 0.346058 0.352149 0 0.0423089 0.969044 0 0 0 0 0 0 
1149000 34456 13296 13786 50678 29956 4823 0.342164 0.34202 0 0.0441873 0.967941 0 0 0 0 0 0 
1150000 37478 14300 14854 51633 24676 5656 0.338616 0.350154 0 0.0440437 0.968687 0 0 0 0 0 0 
1151000 32015 13435 14651 53526 26073 5980 0.337711 0.354765 0 0.0415203 0.968589 0 0 0 0 0 0 
1152000 32568 13160 14251 51719 31228 4818 0.347555 0.348641 0 0.0422023 0.968776 0 0 0 0 0 0 
1153000 37367 10939 11946 42389 35787 4078 0.386896 0.289596 0 0.0386072 0.969284 0 0 0 0 0 0 
1154000 30104 11988 12741 47188 33076 4759 0.359549 0.350058 0 0.0417707 0.969146 0 0 0 0 0 0 
1155000 29118 11809 12354 47531 29456 4519 0.361455 0.357889 0 0.0433603 0.9689 0 0 0 0 0 0 
1156000 29710 12951 13366 47194 28555 5620 0.344846 0.384283 0 0.0447941 0.968204 0 0 0 0 0 0 
1157000 29530 12540 13301 50295 25655 5251 0.350135 0.377424 0 0.0468243 0.968125 0 0 0 0 0 0 
1158000 30402 13206 14435 52333 26973 5789 0.348732 0.380967 0 0.0477789 0.968246 0 0 0 0 0 0 
1159000 27859 12410 13517 49550 29296 5192 0.331881 0.395679 0 0.0469894 0.967517 0 0 0 0 0 0 
1160000 35946 14013 14791 53766 27945 5000 0.362404 0.360644 0 0.0477054 0.96816 0 0 0 0 0 0 
1161000 33846 13327 14429 53083 26411 5783 0.349366 0.35924 0 0.0481332 0.967313 0 0 0 0 0 0 
1162000 30217 13804 15721 56874 25997 6528 0.338308 0.400287 0 0.045532 0.96636 0 0 0 0 0 0 
1163000 27219 13062 14791 55780 22713 5558 0.33777 0.422169 0 0.0443107 0.965986 0 0 0 0 0 0 
1164000 31713 13384 15280 55880 29505 5409 0.356286 0.377411 0 0.0452114 0.963304 0 0 0 0 0 0 
1165000 35102 13037 14489 53164 27050 5233 0.374963 0.344577 0 0.0458579 0.964954 0 0 0 0 0 0 
1166000 30808 13764 14634 50288 28366 5425 0.351482 0.388509 0 0.0431145 0.967394 0 0 0 0 0 0 
1167000 30364 14226 14752 54066 27988 6479 0.343282 0.393387 0 0.0451406 0.96909 0 0 0 0 0 0 
1168000 36213 11490 13102 46962 31166 5299 0.401667 0.308689 0 0.0469767 0.969863 0 0 0 0 0 0 
1169000 34643 11846 12907 45673 26822 5502 0.378983 0.325214 0 0.0484554 0.969437 0 0 0 0 0 0 
1170000 36235 12598 13781 48537 32310 5373 0.369232 0.325159 0 0.0475311 0.969967 0 0 0 0 0 0 
1171000 32472 13302 13905 49710 33467 5248 0.35154 0.365473 0 0.0508404 0.97135 0 0 0 0 0 0 
1172000 26817 13426 14561 53631 23694 4449 0.339665 0.429357 0 0.0481457 0.969981 0 0 0 0 0 0 
1173000 32635 13200 15139 53692 27668 5264 0.368448 0.37641 0 0.0483824 0.968486 0 0 0 0 0 0 
1174000 38660 13575 15068 52361 28626 5253 0.412009 0.325106 0 0.0505428 0.967266 0 0 0 0 0 0 
1175000 36323 11902 13587 47501 31066 5635 0.419584 0.308821 0 0.0506267 0.967251 0 0 0 0 0 0 
1176000 31779 11176 12530 44585 29283 5553 0.414775 0.322606 0 0.0486523 0.967142 0 0 0 0 0 0 
1177000 36259 11956 12937 45219 31239 5215 0.420023 0.304233 0 0.0468781 0.967142 0 0 0 0 0 0 
1178000 34191 12361 13638 48622 28780 4936 0.405745 0.335116 0 0.046804 0.967585 0 0 0 0 0 0 
1179000 28539 12940 13929 50345 29490 6437 0.383463 0.38047 0 0.0493168 0.965526 0 0 0 0 0 0 
1180000 22542 13077 14071 50672 28062 6543 0.333266 0.439477 0 0.0482374 0.964642 0 0 0 0 0 0 
1181000 28909 12971 13995 49148 28001 6457 0.364707 0.388838 0 0.0477973 0.965335 0 0 0 0 0 0 
1182000 36184 12286 13646 48182 29438 6409 0.408302 0.322998 0 0.0480395 0.965499 0 0 0 0 0 0 
1183000 32704 14150 15430 53417 25321 5658 0.366256 0.389619 0 0.0479965 0.964636 0 0 0 0 0 0 
1184000 29976 14428 15208 54029 22324 6984 0.357501 0.408683 0 0.0495444 0.964354 0 0 0 0 0 0 
1185000 25920 14548 15382 55291 24414 7059 0.347049 0.443649 0 0.0484973 0.96587 0 0 0 0 0 0 
1186000 28798 16069 16261 58938 22254 7013 0.344572 0.430278 0 0.0493825 0.965307 0 0 0 0 0 0 
1187000 36090 14543 16412 57973 24139 6781 0.390986 0.373473 0 0.0512049 0.966443 0 0 0 0 0 0 
1188000 29636 14144 14984 54347 23943 7698 0.375838 0.393813 0 0.0553449 0.966738 0 0 0 0 0 0 
1189000 28115 14698 15455 54322 22214 7553 0.353771 0.424658 0 0.0582536 0.96796 0 0 0 0 0 0 
1190000 32155 13807 14431 51083 29156 7677 0.37806 0.369166 0 0.0594436 0.968652 0 0 0 0 0 0 
1191000 27347 12342 13217 49852 29537 6755 0.378362 0.380605 0 0.056976 0.967274 0 0 0 0 0 0 
1192000 31769 13273 14438 51767 27769 7513 0.391666 0.37235 0 0.0588721 0.966901 0 0 0 0 0 0 
1193000 24816 12111 13051 48058 28772 6701 0.377648 0.40788 0 0.0595763 0.966282 0 0 0 0 0 0 
1194000 31023 11147 12913 47931 30014 6589 0.406618 0.344247 0 0.0575116 0.964892 0 0 0 0 0 0 
1195000 39826 10537 12301 41560 33425 4729 0.440441 0.270494 0 0.055932 0.962741 0 0 0 0 0 0 
1196000 29902 11772 12438 44474 33545 5868 0.393943 0.357953 0 0.0578639 0.9646 0 0 0 0 0 0 
1197000 33497 10525 11619 39770 37128 6250 0.410706 0.317695 0 0.0570056 0.964669 0 0 0 0 0 0 
1198000 31837 11221 12500 45289 29446 7549 0.407642 0.333074 0 0.0589585 0.967436 0 0 0 0 0 0 
1199000 34303 10238 11394 41770 30715 6310 0.41651 0.300708 0 0.0651841 0.965038 0 0 0 0 0 0 
1200000 33010 10253 11658 39333 36332 6298 0.415659 0.300373 0 0.0595163 0.96613 0 0 0 0 0 0 
1201000 30980 9946 11186 39630 40319 6291 0.41326 0.311127 0 0.0646692 0.96554 0 0 0 0 0 0 
1202000 34660 8941 9973 35096 33014 5140 0.43337 0.264384 0 0.0640228 0.965546 0 0 0 0 0 0 
1203000 32812 9936 10977 38303 36168 5653 0.418941 0.303557 0 0.0620147 0.964148 0 0 0 0 0 0 
1204000 36544 11376 12221 40274 38670 6964 0.41891 0.299754 0 0.0642405 0.964478 0 0 0 0 0 0 
1205000 28171 10665 11548 41828 31915 6941 0.397081 0.337886 0 0.0650362 0.965962 0 0 0 0 0 0 
1206000 35555 10301 11218 38033 36831 6952 0.42844 0.279771 0 0.0649499 0.965229 0 0 0 0 0 0 
1207000 32285 8326 9367 31860 40410 5149 0.417772 0.278569 0 0.0608477 0.965461 0 0 0 0 0 0 
1208000 36003 8316 9687 35378 41334 5116 0.445616 0.242911 0 0.0564055 0.965395 0 0 0 0 0 0 
1209000 40485 7674 8896 28158 46331 4153 0.46535 0.218499 0 0.0525002 0.962166 0 0 0 0 0 0 
1210000 33209 10869 10920 35827 41166 5388 0.401865 0.31605 0 0.0486361 0.96167 0 0 0 0 0 0 
1211000 28262 10776 11028 39799 35215 6013 0.373138 0.349533 0 0.0463878 0.962588 0 0 0 0 0 0 
1212000 23789 10243 10717 40311 32297 5959 0.356412 0.379963 0 0.0477192 0.962525 0 0 0 0 0 0 
1213000 34205 12588 13190 43820 37048 5503 0.378828 0.341246 0 0.0489062 0.960831 0 0 0 0 0 0 
1214000 27088 13289 13239 49223 27836 5696 0.338799 0.402461 0 0.0483463 0.961955 0 0 0 0 0 0 
1215000 27931 13492 13842 51256 27340 5804 0.336731 0.392064 0 0.0476519 0.96206 0 0 0 0 0 0 
1216000 30812 12947 13521 50120 28453 5079 0.358581 0.363192 0 0.0473018 0.961342 0 0 0 0 0 0 
1217000 34397 11513 12604 46454 30059 4751 0.38221 0.299941 0 0.0469419 0.960367 0 0 0 0 0 0 
1218000 28383 13795 14321 52183 27316 4367 0.344179 0.402319 0 0.0497614 0.961867 0 0 0 0 0 0 
1219000 31491 13581 14362 50086 28319 4589 0.33778 0.373992 0 0.0502212 0.960608 0 0 0 0 0 0 
1220000 25848 14686 14522 53892 25809 5220 0.314792 0.430606 0 0.0528812 0.961406 0 0 0 0 0 0 
1221000 33191 14268 15180 51207 28609 6064 0.327711 0.388661 0 0.0512591 0.961075 0 0 0 0 0 0 
1222000 34042 13710 13775 48159 30191 6788 0.34399 0.352873 0 0.0545262 0.96188 0 0 0 0 0 0 
1223000 31491 13906 14284 50768 28579 7214 0.34929 0.382293 0 0.0530188 0.965435 0 0 0 0 0 0 
1224000 32778 12935 14049 49514 26767 6704 0.343437 0.357196 0 0.0522335 0.964886 0 0 0 0 0 0 
1225000 35450 12364 12895 46236 29307 5512 0.385426 0.315722 0 0.0520459 0.963891 0 0 0 0 0 0 
1226000 30891 12913 13275 49190 27721 5823 0.359788 0.347327 0 0.0522406 0.965833 0 0 0 0 0 0 
1227000 34784 12614 13281 46780 26821 5861 0.371573 0.326186 0 0.0514891 0.966463 0 0 0 0 0 0 
1228000 34769 11323 12246 42620 31781 6313 0.370562 0.307607 0 0.0550268 0.964197 0 0 0 0 0 0 
1229000 30378 12325 13202 45897 28477 6293 0.363837 0.348282 0 0.0507973 0.965617 0 0 0 0 0 0 
1230000 30329 12474 12949 47535 28923 5540 0.342356 0.361715 0 0.0483722 0.964094 0 0 0 0 0 0 
1231000 32507 13406 13997 49865 29071 5126 0.354047 0.364585 0 0.0471485 0.964719 0 0 0 0 0 0 
1232000 35258 13828 15217 52733 25844 6153 0.364858 0.351087 0 0.0473539 0.96646 0 0 0 0 0 0 
1233000 28150 15157 14800 54333 22497 6863 0.323243 0.41569 0 0.0483205 0.965548 0 0 0 0 0 0 
1234000 24927 15198 15720 59028 21400 7219 0.319299 0.453872 0 0.0461537 0.964317 0 0 0 0 0 0 
1235000 30042 13930 15392 56374 25178 8033 0.335673 0.396142 0 0.0466443 0.963361 0 0 0 0 0 0 
1236000 32191 14285 15273 53294 25795 6633 0.364813 0.38065 0 0.0491212 0.965243 0 0 0 0 0 0 
1237000 28804 13729 14605 51743 30355 6297 0.364287 0.389014 0 0.0461326 0.966585 0 0 0 0 0 0 
1238000 24326 13097 13547 50883 25436 5334 0.339085 0.429349 0 0.0442063 0.967761 0 0 0 0 0 0 
1239000 44772 13554 15088 51069 26390 4974 0.425233 0.280932 0 0.0447274 0.969417 0 0 0 0 0 0 
1240000 28047 14388 14245 50923 29109 5668 0.365403 0.383674 0 0.0449135 0.969968 0 0 0 0 0 0 
1241000 29998 12224 13422 50238 26191 5835 0.385574 0.346857 0 0.0456616 0.969963 0 0 0 0 0 0 
1242000 30079 11513 12493 46446 32659 5720 0.39297 0.334972 0 0.0426702 0.970742 0 0 0 0 0 0 
1243000 35857 10599 11920 41892 37018 5143 0.425983 0.296195 0 0.041728 0.969238 0 0 0 0 0 0 
1244000 29073 12267 12657 44458 29099 5967 0.381503 0.361766 0 0.0437597 0.969799 0 0 0 0 0 0 
1245000 29515 10883 12401 43414 37975 5389 0.388244 0.344748 0 0.0429992 0.969202 0 0 0 0 0 0 
1246000 34027 10414 12036 42485 30702 4911 0.402249 0.308642 0 0.0442363 0.968883 0 0 0 0 0 0 
1247000 40749 11456 12830 44497 34100 5545 0.40203 0.284938 0 0.0476798 0.969351 0 0 0 0 0 0 
1248000 34048 10356 11565 41409 32586 5666 0.396075 0.293312 0 0.0459477 0.969119 0 0 0 0 0 0 
1249000 35789 10646 12000 41811 34002 4927 0.390749 0.297972 0 0.0456289 0.965934 0 0 0 0 0 0 
1250000 30466 10169 11479 41186 33670 4477 0.372824 0.325654 0 0.0471064 0.967535 0 0 0 0 0 0 
1251000 38161 11391 12791 44894 36004 5558 0.391484 0.305313 0 0.0478017 0.967886 0 0 0 0 0 0 
1252000 27582 12013 13906 51002 29339 6168 0.342462 0.394534 0 0.047935 0.967862 0 0 0 0 0 0 
1253000 32828 13183 13978 51600 29109 5544 0.3674 0.36355 0 0.0444512 0.96834 0 0 0 0 0 0 
1254000 26618 14415 15218 55950 23186 5505 0.325043 0.439607 0 0.0455139 0.968848 0 0 0 0 0 0 
1255000 28333 12346 13877 52934 23653 5326 0.362546 0.379558 0 0.04606 0.967561 0 0 0 0 0 0 
1256000 34878 11398 13320 46565 34775 5704 0.393386 0.330219 0 0.0459126 0.969012 0 0 0 0 0 0 
1257000 35802 10378 12649 45617 32553 5004 0.398945 0.301326 0 0.0467788 0.970328 0 0 0 0 0 0 
1258000 28849 12048 13850 49350 28397 6337 0.354948 0.382095 0 0.0481333 0.970404 0 0 0 0 0 0 
1259000 29328 13758 15389 54050 24891 6487 0.343743 0.423838 0 0.0468609 0.97253 0 0 0 0 0 0 
1260000 25343 13415 14847 55832 21547 6730 0.325452 0.447811 0 0.0470045 0.972504 0 0 0 0 0 0 
1261000 28341 13535 15092 55128 25562 7170 0.353368 0.415602 0 0.0473289 0.973374 0 0 0 0 0 0 
1262000 27860 12627 13916 52149 25762 5283 0.371168 0.388899 0 0.0456261 0.97409 0 0 0 0 0 0 
1263000 31785 12411 14532 52266 22523 5372 0.375842 0.374171 0 0.0439399 0.973829 0 0 0 0 0 0 
1264000 34179 13029 15070 51721 24692 5382 0.381241 0.354737 0 0.0443261 0.972217 0 0 0 0 0 0 
1265000 32318 14057 15691 55849 27101 5381 0.368357 0.37607 0 0.0451458 0.971963 0 0 0 0 0 0 
1266000 29169 12758 14164 50525 27757 5691 0.372219 0.383043 0 0.04965 0.969734 0 0 0 0 0 0 
1267000 31294 13202 15148 53844 29375 5504 0.367806 0.375143 0 0.0488274 0.970695 0 0 0 0 0 0 
1268000 36297 14107 15508 52470 27277 5506 0.385309 0.358382 0 0.0478399 0.970841 0 0 0 0 0 0 
1269000 31225 14415 16043 57951 23359 5574 0.383588 0.384333 0 0.0466524 0.971138 0 0 0 0 0 0 
1270000 34370 12742 14481 49585 32516 5594 0.398808 0.339772 0 0.0465116 0.970325 0 0 0 0 0 0 
1271000 31178 11883 13193 48482 28267 5889 0.40492 0.347832 0 0.043712 0.969546 0 0 0 0 0 0 
1272000 31226 11364 12516 42989 33206 5473 0.392288 0.355259 0 0.0465254 0.970329 0 0 0 0 0 0 
1273000 30194 11244 12862 45276 32967 6101 0.392577 0.354856 0 0.0479333 0.968283 0 0 0 0 0 0 
1274000 23644 11096 11888 44437 32648 5814 0.373867 0.399724 0 0.0485549 0.966981 0 0 0 0 0 0 
1275000 27757 10636 12015 44906 35721 5144 0.399269 0.336934 0 0.0475294 0.965635 0 0 0 0 0 0 
1276000 33631 8353 9356 34123 37753 4042 0.450727 0.257956 0 0.0464505 0.964514 0 0 0 0 0 0 
