# time(1) RNAp_RNA(2) RNAp_DNA(3) DNAp_RNA(4) DNAp_DNA(5) para_RNA(6) para_DNA(7) RNAp_RNArecog(8) RNAp_DNArecog(9) RNAp_fold(10) DNAp_RNArecog(11) DNAp_DNArecog(12) DNAp_fold(13) para_fold(14) vesicle_pop(15) mean_vol(16) mean_target_vol(17) mean_repli_density(18)
2143000 32840 13199 14577 51190 29843 4003 0.425583 0.35956 0 0.0391672 0.967729 0 0 0 0 0 0 
2144000 30625 12762 13972 51908 25776 5289 0.415903 0.366986 0 0.0410679 0.966257 0 0 0 0 0 0 
2145000 28922 10913 12863 44815 31439 4698 0.417009 0.342401 0 0.044127 0.966039 0 0 0 0 0 0 
2146000 32067 10877 12852 45745 34041 4994 0.435622 0.323912 0 0.0414591 0.964302 0 0 0 0 0 0 
2147000 29442 10269 11787 42070 34035 4603 0.427296 0.331824 0 0.042602 0.966959 0 0 0 0 0 0 
2148000 34141 11703 13558 47627 34905 4202 0.430242 0.336821 0 0.0442934 0.966411 0 0 0 0 0 0 
2149000 30152 12085 13956 49283 33303 5195 0.437713 0.366754 0 0.0436898 0.96581 0 0 0 0 0 0 
2150000 28967 11528 13533 48515 33419 6181 0.425714 0.377412 0 0.0461755 0.96618 0 0 0 0 0 0 
2151000 33518 11456 13144 46756 33045 6149 0.443058 0.341193 0 0.0461466 0.967035 0 0 0 0 0 0 
2152000 29372 11586 13259 45385 33519 5153 0.413422 0.371575 0 0.0441178 0.967921 0 0 0 0 0 0 
2153000 38304 13182 14803 47195 31914 6591 0.449298 0.337444 0 0.0487827 0.966448 0 0 0 0 0 0 
2154000 34118 11256 12739 42855 38300 7046 0.454609 0.30994 0 0.0483161 0.967331 0 0 0 0 0 0 
2155000 25947 9214 10267 37563 32367 5729 0.439966 0.335373 0 0.0495316 0.965737 0 0 0 0 0 0 
2156000 30002 9108 10868 39614 37882 4970 0.454672 0.309004 0 0.052065 0.967404 0 0 0 0 0 0 
2157000 37988 9264 10987 37626 34450 5929 0.478469 0.256792 0 0.0541536 0.968461 0 0 0 0 0 0 
2158000 29948 8461 9448 33601 38863 6401 0.459744 0.288325 0 0.0548193 0.96904 0 0 0 0 0 0 
2159000 34075 8333 10156 33277 41143 5419 0.47174 0.272429 0 0.0532804 0.968944 0 0 0 0 0 0 
2160000 34188 9434 10773 35630 41515 6170 0.457417 0.295893 0 0.0511247 0.96844 0 0 0 0 0 0 
2161000 33642 10579 11724 36334 37622 5721 0.445952 0.337662 0 0.0483615 0.970893 0 0 0 0 0 0 
2162000 25572 11486 12234 45127 31222 5390 0.429949 0.37724 0 0.0465447 0.971206 0 0 0 0 0 0 
2163000 36050 11460 12673 42251 36283 5432 0.447137 0.32763 0 0.0456388 0.971802 0 0 0 0 0 0 
2164000 22889 11893 14215 53440 23922 6161 0.398397 0.455664 0 0.0493389 0.97199 0 0 0 0 0 0 
2165000 33355 12119 13584 48188 33002 5357 0.446717 0.344804 0 0.0474132 0.97103 0 0 0 0 0 0 
2166000 34499 12245 13717 46713 30975 5038 0.442661 0.346641 0 0.047297 0.969995 0 0 0 0 0 0 
2167000 25948 13564 14567 51171 27730 5615 0.39886 0.448511 0 0.0481994 0.97053 0 0 0 0 0 0 
2168000 27091 11897 13570 49635 30824 6069 0.415507 0.41243 0 0.0495319 0.968144 0 0 0 0 0 0 
2169000 32155 12294 13926 48271 32835 6261 0.428623 0.371571 0 0.049636 0.966361 0 0 0 0 0 0 
2170000 26926 13192 14581 50500 28040 6382 0.405292 0.428701 0 0.0497468 0.96536 0 0 0 0 0 0 
2171000 27116 14820 15739 54913 27543 6552 0.390134 0.450874 0 0.0501097 0.966116 0 0 0 0 0 0 
2172000 31704 13290 14836 52286 26443 5645 0.41948 0.390159 0 0.053255 0.964459 0 0 0 0 0 0 
2173000 28663 13676 15264 56339 28071 6382 0.41788 0.396639 0 0.052506 0.965296 0 0 0 0 0 0 
2174000 34520 12099 13825 47584 30914 6552 0.445776 0.343959 0 0.0503134 0.964773 0 0 0 0 0 0 
2175000 33111 12638 13752 47506 26799 7345 0.446511 0.351089 0 0.055457 0.966963 0 0 0 0 0 0 
2176000 30195 13574 14623 49667 28448 7123 0.433487 0.400489 0 0.0564852 0.968835 0 0 0 0 0 0 
2177000 32487 11731 13248 45772 28122 6658 0.432918 0.349286 0 0.0557291 0.96681 0 0 0 0 0 0 
2178000 32753 10857 12871 43489 36100 6001 0.460627 0.328991 0 0.0555236 0.966628 0 0 0 0 0 0 
2179000 36586 12278 13126 43512 38077 5625 0.454633 0.32944 0 0.0543548 0.967755 0 0 0 0 0 0 
2180000 27421 12086 12983 44338 33840 6837 0.44005 0.383247 0 0.0552881 0.967888 0 0 0 0 0 0 
2181000 29050 11797 13506 48291 28033 5927 0.439849 0.37221 0 0.0553762 0.967835 0 0 0 0 0 0 
2182000 33951 11574 14087 48286 30150 7234 0.457701 0.328639 0 0.0589895 0.966349 0 0 0 0 0 0 
2183000 32881 9714 11841 41320 33431 5292 0.468384 0.297013 0 0.0600603 0.963657 0 0 0 0 0 0 
2184000 31821 10374 12055 40808 34547 6229 0.447044 0.328599 0 0.0581874 0.963165 0 0 0 0 0 0 
2185000 31113 8553 9576 33684 33762 4069 0.468944 0.277221 0 0.0631456 0.96212 0 0 0 0 0 0 
2186000 32473 11809 12896 41384 33466 5438 0.439084 0.33122 0 0.0589405 0.9637 0 0 0 0 0 0 
2187000 30766 12306 13260 45500 33949 6275 0.423529 0.362555 0 0.0609241 0.96375 0 0 0 0 0 0 
2188000 28440 12514 13888 49600 26047 6333 0.422765 0.384479 0 0.0530202 0.962789 0 0 0 0 0 0 
2189000 26050 12394 13335 47815 29717 7363 0.414793 0.385431 0 0.0578861 0.963439 0 0 0 0 0 0 
2190000 31081 11339 12205 46249 31570 6782 0.453784 0.327048 0 0.0579447 0.965018 0 0 0 0 0 0 
2191000 33643 10936 11941 41325 35269 5858 0.429838 0.319967 0 0.0542375 0.965722 0 0 0 0 0 0 
2192000 36536 10622 11731 41972 37367 5659 0.454773 0.286107 0 0.0564391 0.967131 0 0 0 0 0 0 
2193000 28047 12001 12391 45325 29356 6394 0.405897 0.383257 0 0.0547154 0.96772 0 0 0 0 0 0 
2194000 32292 12726 13874 48656 28152 5955 0.414047 0.366287 0 0.054827 0.965736 0 0 0 0 0 0 
2195000 32955 13586 15041 53516 25306 6295 0.430484 0.359173 0 0.0510751 0.966956 0 0 0 0 0 0 
2196000 31657 11873 13915 48600 30043 6526 0.430597 0.346553 0 0.051885 0.966137 0 0 0 0 0 0 
2197000 36802 10863 12737 40829 37108 6225 0.449599 0.308077 0 0.0540056 0.964517 0 0 0 0 0 0 
2198000 28923 10227 10839 38741 34063 5962 0.421588 0.336885 0 0.0482997 0.965445 0 0 0 0 0 0 
2199000 31951 9981 11144 40519 32426 5322 0.435926 0.301866 0 0.0459463 0.964794 0 0 0 0 0 0 
2200000 39365 11081 12550 42127 33664 4798 0.44482 0.295892 0 0.0466391 0.964719 0 0 0 0 0 0 
2201000 34702 10739 12328 44417 36599 5707 0.437006 0.308958 0 0.0514415 0.965125 0 0 0 0 0 0 
2202000 28187 12102 13276 44963 29108 6389 0.403807 0.388915 0 0.0542505 0.966399 0 0 0 0 0 0 
2203000 29518 10473 11322 42162 30741 6030 0.409617 0.33325 0 0.0556782 0.96748 0 0 0 0 0 0 
2204000 31250 12327 13794 48472 31891 5796 0.401922 0.377125 0 0.0561722 0.968574 0 0 0 0 0 0 
2205000 25804 13165 13925 49993 27364 5808 0.375977 0.430851 0 0.0548247 0.967707 0 0 0 0 0 0 
2206000 32473 11805 13565 48809 29594 6485 0.422403 0.338393 0 0.0576288 0.969055 0 0 0 0 0 0 
2207000 29708 9919 11391 40910 33953 5527 0.434424 0.332582 0 0.062017 0.96961 0 0 0 0 0 0 
2208000 30332 10577 11738 42690 32609 6188 0.432308 0.325178 0 0.0584728 0.967664 0 0 0 0 0 0 
2209000 34092 10045 11533 39055 30667 4881 0.441449 0.303641 0 0.0524542 0.966902 0 0 0 0 0 0 
2210000 28106 12014 13224 47846 28643 6564 0.381187 0.401308 0 0.0544859 0.967434 0 0 0 0 0 0 
2211000 31557 13266 14561 50390 27103 6294 0.397912 0.378622 0 0.051191 0.9655 0 0 0 0 0 0 
2212000 34142 12783 14006 50381 29919 6715 0.410173 0.347075 0 0.054408 0.964241 0 0 0 0 0 0 
2213000 34452 11829 13803 48760 32411 6685 0.431483 0.333353 0 0.0564024 0.965986 0 0 0 0 0 0 
2214000 29565 12483 13276 47828 30023 6545 0.396857 0.376436 0 0.0547525 0.967662 0 0 0 0 0 0 
2215000 28984 12267 12702 47699 29930 6107 0.388933 0.374018 0 0.0556913 0.96949 0 0 0 0 0 0 
2216000 31119 10756 12240 44500 31445 5953 0.407579 0.328847 0 0.0555422 0.967714 0 0 0 0 0 0 
2217000 31212 10269 11858 41214 31235 5800 0.412979 0.339725 0 0.0548706 0.969778 0 0 0 0 0 0 
2218000 30866 10735 12069 42772 35567 5361 0.429408 0.333072 0 0.0580728 0.971815 0 0 0 0 0 0 
2219000 31922 9831 11480 39281 36394 6374 0.433757 0.320338 0 0.060289 0.970986 0 0 0 0 0 0 
2220000 33893 11207 12453 43932 32528 5911 0.430615 0.31225 0 0.0618003 0.971001 0 0 0 0 0 0 
2221000 28112 11234 11865 43116 32636 6142 0.417769 0.353557 0 0.0596353 0.970263 0 0 0 0 0 0 
2222000 31584 11320 12488 44719 32491 6542 0.428182 0.340821 0 0.0588229 0.9704 0 0 0 0 0 0 
2223000 26972 11364 12171 44655 33074 6456 0.420703 0.381257 0 0.0547798 0.969677 0 0 0 0 0 0 
2224000 31833 12120 13993 49128 29335 6433 0.427146 0.362968 0 0.0590725 0.968069 0 0 0 0 0 0 
2225000 33397 12190 14265 48424 28654 7120 0.422176 0.357439 0 0.0676537 0.969901 0 0 0 0 0 0 
2226000 29378 11691 13151 45371 32190 7208 0.412329 0.376112 0 0.06293 0.969773 0 0 0 0 0 0 
2227000 28748 11275 12637 46851 31101 6738 0.402532 0.380015 0 0.0604949 0.972327 0 0 0 0 0 0 
2228000 29568 12351 13763 48595 26193 5996 0.402944 0.392085 0 0.0597529 0.971187 0 0 0 0 0 0 
2229000 28552 13017 14572 54245 27558 7015 0.395677 0.400291 0 0.0581329 0.972203 0 0 0 0 0 0 
2230000 39034 11547 13608 46023 33671 6318 0.428711 0.304428 0 0.0580383 0.969534 0 0 0 0 0 0 
2231000 30760 9776 11067 41511 30509 5122 0.422278 0.320749 0 0.0493052 0.969369 0 0 0 0 0 0 
2232000 30253 10289 12419 42142 34430 5393 0.418318 0.346416 0 0.0496848 0.97047 0 0 0 0 0 0 
2233000 31125 9666 11380 40429 32123 4669 0.426909 0.319044 0 0.0503983 0.972931 0 0 0 0 0 0 
2234000 34363 10927 12434 43725 38028 5143 0.422583 0.317545 0 0.053566 0.974017 0 0 0 0 0 0 
2235000 24877 11126 12422 44781 31703 4960 0.370424 0.404032 0 0.0506958 0.97417 0 0 0 0 0 0 
2236000 36132 12336 14017 49636 30725 5546 0.401463 0.334313 0 0.0497481 0.972652 0 0 0 0 0 0 
2237000 29062 12278 13150 48085 28245 5004 0.378828 0.385409 0 0.0468303 0.971587 0 0 0 0 0 0 
2238000 34251 12864 13868 49490 31564 5421 0.393652 0.356161 0 0.0503898 0.971858 0 0 0 0 0 0 
2239000 28206 13616 14400 51930 24868 5070 0.365537 0.412094 0 0.0475269 0.970468 0 0 0 0 0 0 
2240000 29364 12661 13619 51008 28055 5166 0.391221 0.372226 0 0.0487696 0.971765 0 0 0 0 0 0 
2241000 32941 11630 13679 48536 33514 6366 0.406015 0.338298 0 0.0503234 0.969999 0 0 0 0 0 0 
2242000 30651 11773 13169 47155 34342 6664 0.400189 0.352226 0 0.0513047 0.97014 0 0 0 0 0 0 
2243000 32626 11268 12469 42480 31836 6028 0.410398 0.343567 0 0.046004 0.969704 0 0 0 0 0 0 
2244000 29594 11776 13533 46872 32364 5415 0.386294 0.373604 0 0.0458892 0.968642 0 0 0 0 0 0 
2245000 26900 12275 13693 50166 29230 5624 0.369518 0.40621 0 0.0453258 0.970113 0 0 0 0 0 0 
2246000 35259 12791 14782 52483 27338 5191 0.403887 0.338944 0 0.0465604 0.970837 0 0 0 0 0 0 
2247000 31044 11385 12851 47468 32135 4973 0.414558 0.339891 0 0.0493783 0.970738 0 0 0 0 0 0 
2248000 28248 11037 12387 45003 32147 5565 0.408631 0.352185 0 0.0510048 0.971822 0 0 0 0 0 0 
2249000 31539 11470 13047 48019 28165 5422 0.403658 0.350941 0 0.0475473 0.972381 0 0 0 0 0 0 
2250000 32412 12209 13653 48560 33400 5840 0.400074 0.349769 0 0.0488831 0.971744 0 0 0 0 0 0 
2251000 32406 13525 15096 56060 24974 7024 0.396242 0.382847 0 0.0505884 0.97208 0 0 0 0 0 0 
2252000 26496 13522 14244 52692 27364 6793 0.361739 0.434444 0 0.0509062 0.97287 0 0 0 0 0 0 
2253000 29350 14159 16035 56920 27746 7000 0.372581 0.431423 0 0.0489658 0.972404 0 0 0 0 0 0 
2254000 28506 15121 16586 57293 19739 7643 0.3539 0.451461 0 0.0502006 0.972069 0 0 0 0 0 0 
2255000 29955 13025 14476 53194 24069 7744 0.386889 0.388946 0 0.0522161 0.97159 0 0 0 0 0 0 
2256000 32231 12471 14323 52242 28646 7997 0.395525 0.359342 0 0.0510571 0.971628 0 0 0 0 0 0 
2257000 28408 13091 14420 49672 29886 6875 0.373033 0.407378 0 0.0514551 0.97243 0 0 0 0 0 0 
2258000 30393 13147 14678 52835 24783 6644 0.378562 0.397301 0 0.0537381 0.972505 0 0 0 0 0 0 
2259000 33375 13927 16192 56966 25197 6021 0.391207 0.385301 0 0.0551521 0.971006 0 0 0 0 0 0 
2260000 33490 13423 14316 51924 26993 5812 0.399504 0.349499 0 0.0541486 0.970231 0 0 0 0 0 0 
2261000 32010 12290 13371 47825 30846 6764 0.395383 0.351155 0 0.0558009 0.96809 0 0 0 0 0 0 
2262000 32967 13761 14701 50501 34856 6174 0.391451 0.377873 0 0.055408 0.97094 0 0 0 0 0 0 
2263000 34298 12907 14179 50888 33321 7407 0.406785 0.351062 0 0.0539029 0.971269 0 0 0 0 0 0 
2264000 27392 12647 14076 49510 28941 6848 0.388637 0.409886 0 0.0542533 0.971431 0 0 0 0 0 0 
2265000 32406 12775 14464 51036 31273 6042 0.398029 0.364787 0 0.0519259 0.971609 0 0 0 0 0 0 
2266000 33181 13468 15118 54914 28785 6189 0.393531 0.35511 0 0.0548953 0.970644 0 0 0 0 0 0 
2267000 30690 12243 13587 49552 27064 6107 0.385603 0.36218 0 0.0507359 0.971462 0 0 0 0 0 0 
2268000 31651 11944 12658 47768 31521 5206 0.395183 0.33826 0 0.0507344 0.972133 0 0 0 0 0 0 
2269000 37012 10661 12400 44621 33120 5155 0.425287 0.29022 0 0.0556196 0.969754 0 0 0 0 0 0 
2270000 27047 11347 12478 45861 30681 5576 0.37271 0.380723 0 0.05196 0.968137 0 0 0 0 0 0 
2271000 31377 12881 14287 51835 27216 6347 0.370664 0.37311 0 0.0526263 0.965907 0 0 0 0 0 0 
2272000 32068 11831 13948 50389 26077 6201 0.391921 0.341851 0 0.0554449 0.96516 0 0 0 0 0 0 
2273000 29712 12495 14525 49955 31691 6671 0.369292 0.389384 0 0.0578691 0.965035 0 0 0 0 0 0 
2274000 31235 12436 13822 49548 27397 6114 0.397864 0.365986 0 0.0561311 0.967226 0 0 0 0 0 0 
2275000 30512 13756 14935 53240 28672 6899 0.36777 0.404436 0 0.0564604 0.965544 0 0 0 0 0 0 
2276000 29731 13835 15252 53244 25064 7419 0.368576 0.408965 0 0.054614 0.966677 0 0 0 0 0 0 
2277000 33145 11897 12990 45714 30977 6178 0.413555 0.327138 0 0.0587003 0.968615 0 0 0 0 0 0 
2278000 27794 9714 10660 39447 33701 5605 0.411838 0.340118 0 0.0548748 0.969482 0 0 0 0 0 0 
2279000 32779 11472 12425 42103 36458 6161 0.414266 0.345309 0 0.0550837 0.971026 0 0 0 0 0 0 
2280000 27759 10849 12440 43402 26978 5962 0.403376 0.369339 0 0.0533608 0.970771 0 0 0 0 0 0 
2281000 32972 11614 13080 46492 30199 5994 0.412855 0.345656 0 0.0534489 0.970984 0 0 0 0 0 0 
2282000 33225 11639 13176 45210 36989 6031 0.410141 0.328904 0 0.0541778 0.971208 0 0 0 0 0 0 
2283000 28508 11058 11823 43641 28388 5740 0.399545 0.349104 0 0.056331 0.969264 0 0 0 0 0 0 
2284000 33676 10165 11007 38837 34820 5076 0.433134 0.29122 0 0.0542424 0.969491 0 0 0 0 0 0 
2285000 36990 10046 11044 39610 38225 5091 0.420632 0.274145 0 0.0491866 0.968742 0 0 0 0 0 0 
2286000 31895 10022 10519 39224 32338 4131 0.388421 0.305017 0 0.0475797 0.966416 0 0 0 0 0 0 
2287000 32849 11024 11895 44613 30524 4211 0.392135 0.317417 0 0.0466166 0.967161 0 0 0 0 0 0 
2288000 34719 10414 11900 41294 35715 4055 0.402586 0.295241 0 0.0484194 0.966781 0 0 0 0 0 0 
2289000 34904 11251 13062 45350 33441 4396 0.396482 0.318016 0 0.0533745 0.966341 0 0 0 0 0 0 
2290000 35537 10562 11933 43728 34159 4868 0.410375 0.294254 0 0.0574006 0.966007 0 0 0 0 0 0 
2291000 33990 11119 12554 43294 31582 5030 0.400156 0.330508 0 0.0565167 0.965239 0 0 0 0 0 0 
2292000 29791 10871 11416 40384 29621 6447 0.396186 0.343278 0 0.0578951 0.965375 0 0 0 0 0 0 
2293000 29352 10395 11606 42223 34591 6419 0.392048 0.328317 0 0.0564576 0.966091 0 0 0 0 0 0 
2294000 32226 10749 11559 40729 36988 5544 0.385376 0.322641 0 0.0540713 0.967444 0 0 0 0 0 0 
2295000 31786 11186 12398 44922 31508 5355 0.370144 0.335218 0 0.0525072 0.967581 0 0 0 0 0 0 
2296000 31214 12251 13566 47096 28379 5670 0.35891 0.373504 0 0.054469 0.968201 0 0 0 0 0 0 
2297000 26656 14039 14428 51840 26681 6374 0.342405 0.421867 0 0.0569742 0.965344 0 0 0 0 0 0 
2298000 24467 14654 15450 56574 24485 6411 0.317736 0.462452 0 0.0547475 0.965132 0 0 0 0 0 0 
2299000 34926 13976 16195 56513 23916 6007 0.375451 0.375216 0 0.0532219 0.965838 0 0 0 0 0 0 
2300000 32505 13488 14359 51289 24141 6529 0.36668 0.380479 0 0.0506258 0.96675 0 0 0 0 0 0 
2301000 32089 13550 14632 51083 28724 6055 0.382145 0.368298 0 0.0513746 0.96615 0 0 0 0 0 0 
2302000 29310 13834 14710 51802 28557 6841 0.353732 0.402319 0 0.053998 0.965446 0 0 0 0 0 0 
2303000 30505 12234 12832 47378 27813 6337 0.392936 0.348715 0 0.0533639 0.967914 0 0 0 0 0 0 
2304000 32973 13371 14750 48062 29369 6805 0.376083 0.368926 0 0.0523064 0.967767 0 0 0 0 0 0 
2305000 24386 13264 14632 51158 27644 7244 0.344662 0.437223 0 0.0511704 0.968566 0 0 0 0 0 0 
2306000 33362 11748 12733 47155 29813 7271 0.414566 0.332082 0 0.0496 0.97021 0 0 0 0 0 0 
2307000 30801 13062 13977 51377 28600 6963 0.389198 0.373233 0 0.0476769 0.971747 0 0 0 0 0 0 
2308000 30185 14351 15296 55140 28676 6856 0.371162 0.403754 0 0.0514063 0.970535 0 0 0 0 0 0 
2309000 28349 14381 14714 54499 25089 6684 0.367159 0.416833 0 0.0537145 0.9694 0 0 0 0 0 0 
2310000 34134 12069 13269 46913 29225 6453 0.40925 0.333534 0 0.0540817 0.968393 0 0 0 0 0 0 
2311000 34989 11853 13336 45263 36177 6823 0.414411 0.328061 0 0.0551242 0.967248 0 0 0 0 0 0 
2312000 32635 10444 11929 40070 35526 6500 0.424581 0.311073 0 0.0545142 0.967292 0 0 0 0 0 0 
2313000 27817 10434 11659 42844 31237 6087 0.399907 0.349656 0 0.0542163 0.966681 0 0 0 0 0 0 
2314000 35785 12306 13392 47124 33003 5647 0.40507 0.322571 0 0.0550234 0.968175 0 0 0 0 0 0 
2315000 33869 11938 13712 46187 28720 5290 0.398478 0.335017 0 0.0543614 0.964164 0 0 0 0 0 0 
2316000 31164 11408 12933 47678 33907 5451 0.392662 0.341846 0 0.0549427 0.967839 0 0 0 0 0 0 
2317000 40356 10978 12802 46195 31942 4468 0.417871 0.29251 0 0.0534342 0.966591 0 0 0 0 0 0 
2318000 27815 12064 13191 48091 31153 6261 0.362896 0.389794 0 0.0508534 0.96654 0 0 0 0 0 0 
2319000 30380 10482 12068 46131 29192 4116 0.402917 0.329339 0 0.0505046 0.967863 0 0 0 0 0 0 
2320000 32669 11244 12233 44187 32518 4745 0.391076 0.321372 0 0.0518631 0.969533 0 0 0 0 0 0 
2321000 30029 10795 11872 43622 33570 4672 0.387732 0.332612 0 0.0505007 0.970288 0 0 0 0 0 0 
2322000 31550 11737 12199 46107 30348 4766 0.379568 0.356335 0 0.0500002 0.968779 0 0 0 0 0 0 
2323000 31313 12663 14465 53144 24805 4834 0.360381 0.379915 0 0.0484581 0.969052 0 0 0 0 0 0 
2324000 31653 13856 14992 54222 30274 5058 0.362975 0.378576 0 0.0533547 0.968871 0 0 0 0 0 0 
2325000 29114 13279 14244 53125 26253 6774 0.365904 0.393182 0 0.0556766 0.970067 0 0 0 0 0 0 
2326000 35318 12636 13549 48551 31906 6187 0.388662 0.333784 0 0.0608137 0.969197 0 0 0 0 0 0 
2327000 30165 13457 14765 53154 28770 6650 0.351712 0.391223 0 0.0638679 0.968603 0 0 0 0 0 0 
2328000 26318 14310 14473 53452 22128 7023 0.325024 0.436313 0 0.064663 0.969574 0 0 0 0 0 0 
2329000 29487 14842 15988 53126 27740 8156 0.351361 0.431835 0 0.0615463 0.968849 0 0 0 0 0 0 
2330000 29994 14023 14892 52693 26986 7474 0.357015 0.399407 0 0.061382 0.969783 0 0 0 0 0 0 
2331000 33555 11112 11716 45379 26890 5930 0.404515 0.309013 0 0.0651754 0.969223 0 0 0 0 0 0 
2332000 36212 10323 11497 42484 32255 6004 0.406221 0.279615 0 0.0636754 0.972315 0 0 0 0 0 0 
2333000 39798 8991 10344 34973 41114 5085 0.426775 0.253335 0 0.0588213 0.972332 0 0 0 0 0 0 
2334000 32287 8985 9288 34734 36070 4964 0.413078 0.267983 0 0.0607156 0.973153 0 0 0 0 0 0 
2335000 30036 9937 10487 37979 31839 4777 0.391416 0.324887 0 0.0531693 0.972147 0 0 0 0 0 0 
2336000 32119 9141 10069 35808 38297 4274 0.411585 0.293689 0 0.0524837 0.971158 0 0 0 0 0 0 
2337000 32511 10465 10973 39708 31221 4489 0.392928 0.30715 0 0.0515725 0.972586 0 0 0 0 0 0 
2338000 32103 12024 12807 44552 35412 4800 0.366657 0.355753 0 0.0489149 0.972354 0 0 0 0 0 0 
2339000 29656 11801 12487 45014 30283 4807 0.355327 0.372251 0 0.0476801 0.971278 0 0 0 0 0 0 
2340000 37084 11231 11971 43436 32598 4470 0.389393 0.296496 0 0.0521328 0.970742 0 0 0 0 0 0 
2341000 25242 12809 13170 49019 26355 4425 0.321834 0.421592 0 0.052761 0.96976 0 0 0 0 0 0 
2342000 35948 13893 14580 53342 29805 5570 0.356231 0.349714 0 0.0518901 0.970612 0 0 0 0 0 0 
2343000 34883 13904 15317 54231 27035 5358 0.356348 0.361658 0 0.0504121 0.969755 0 0 0 0 0 0 
2344000 31692 13861 15126 56697 25596 5691 0.343855 0.386445 0 0.0515947 0.969608 0 0 0 0 0 0 
2345000 33192 13437 15067 55016 29552 5480 0.363757 0.363675 0 0.0512916 0.968981 0 0 0 0 0 0 
2346000 33225 13303 14108 51878 24408 5306 0.357222 0.346464 0 0.0540449 0.96923 0 0 0 0 0 0 
2347000 31276 12903 13742 47866 32177 5590 0.353246 0.361647 0 0.054251 0.968767 0 0 0 0 0 0 
2348000 31362 12081 13280 48455 27874 5467 0.3499 0.350736 0 0.0520668 0.967942 0 0 0 0 0 0 
2349000 32100 12594 13648 46944 32920 5838 0.354922 0.352778 0 0.0532193 0.967176 0 0 0 0 0 0 
2350000 28343 11912 13194 47712 28979 6129 0.352182 0.376718 0 0.0501776 0.965236 0 0 0 0 0 0 
2351000 31686 12304 12839 45205 26576 5642 0.360526 0.353347 0 0.0530223 0.964775 0 0 0 0 0 0 
2352000 39313 11766 13187 45767 29581 5112 0.401182 0.297571 0 0.0560472 0.965367 0 0 0 0 0 0 
2353000 35597 11784 12862 45747 29362 4998 0.382796 0.323114 0 0.053941 0.966468 0 0 0 0 0 0 
2354000 27238 12050 13073 48619 27600 5096 0.340087 0.392497 0 0.0544408 0.966919 0 0 0 0 0 0 
2355000 33854 11349 13119 46989 34734 5165 0.376169 0.326724 0 0.0534757 0.967257 0 0 0 0 0 0 
2356000 36146 11993 12819 45790 33655 4852 0.382071 0.315588 0 0.0500682 0.96684 0 0 0 0 0 0 
2357000 39767 12599 14578 52398 29995 6211 0.387103 0.303643 0 0.0498612 0.968675 0 0 0 0 0 0 
2358000 29995 12731 13460 48112 30301 6441 0.348912 0.365516 0 0.0487186 0.968302 0 0 0 0 0 0 
2359000 33204 14016 15274 52054 29551 7135 0.340776 0.380328 0 0.0489614 0.967622 0 0 0 0 0 0 
2360000 31502 12352 13421 49333 28587 6745 0.359997 0.361608 0 0.0489151 0.96852 0 0 0 0 0 0 
2361000 37542 11045 12183 45477 26181 5578 0.406286 0.29264 0 0.047561 0.969362 0 0 0 0 0 0 
2362000 32987 12494 12956 44518 34308 5528 0.377219 0.333551 0 0.0477 0.968143 0 0 0 0 0 0 
2363000 32263 11246 12173 42083 33952 5467 0.372587 0.333525 0 0.0460886 0.968609 0 0 0 0 0 0 
2364000 27738 13437 14510 51962 26722 4999 0.314616 0.422022 0 0.0439723 0.970365 0 0 0 0 0 0 
2365000 28960 13104 13596 51764 28103 5134 0.335859 0.388626 0 0.0446216 0.971025 0 0 0 0 0 0 
2366000 25583 14000 14388 55274 22408 5058 0.319105 0.434521 0 0.0450596 0.970848 0 0 0 0 0 0 
2367000 33880 14414 15716 56544 26379 5823 0.353249 0.376132 0 0.0470474 0.971918 0 0 0 0 0 0 
2368000 37965 12812 14134 52135 26147 5110 0.393572 0.31095 0 0.0468956 0.971176 0 0 0 0 0 0 
2369000 33467 13759 14610 52162 28752 5758 0.363596 0.364252 0 0.0439972 0.970849 0 0 0 0 0 0 
2370000 30946 13788 14167 53978 23642 5946 0.355921 0.385139 0 0.0459233 0.971861 0 0 0 0 0 0 
2371000 39496 13968 15360 52456 27015 5510 0.389695 0.333431 0 0.0438601 0.970045 0 0 0 0 0 0 
2372000 32406 14969 15852 58430 23090 6011 0.350876 0.395265 0 0.0460257 0.970596 0 0 0 0 0 0 
2373000 30618 15398 16943 61459 22656 6436 0.332994 0.422623 0 0.0453646 0.968967 0 0 0 0 0 0 
2374000 33560 13889 15909 56330 25281 6062 0.363668 0.372813 0 0.0462868 0.968378 0 0 0 0 0 0 
2375000 28989 12145 13931 53787 25875 5216 0.369726 0.371223 0 0.0444188 0.96669 0 0 0 0 0 0 
2376000 37120 11127 12800 44314 37005 4753 0.412538 0.298457 0 0.0445707 0.965742 0 0 0 0 0 0 
2377000 38772 11174 12762 45006 36529 4975 0.420117 0.293697 0 0.0441981 0.966264 0 0 0 0 0 0 
2378000 31554 9946 11425 40914 33455 5074 0.406835 0.305566 0 0.043981 0.965889 0 0 0 0 0 0 
2379000 26000 9865 10915 40367 33380 4696 0.383767 0.352706 0 0.0474523 0.967604 0 0 0 0 0 0 
2380000 29406 11272 12147 44693 32003 4878 0.374141 0.354956 0 0.0466415 0.966028 0 0 0 0 0 0 
